# pgc	lat[deg]	long[deg]	czHelio[km/s]	mu	muError	group	groupSize	latGroup[deg]	longGroup[deg]	czGroupHelio[km/s]	muGroup	muGroupError
160094	34.4909	334.6600	15813	37.34	0.50	0	1	34.49	334.66	15813	37.34	0.50
160107	14.1843	324.2549	11354	35.58	0.50	105538	1	14.18	324.25	11354	35.58	0.50
160108	20.9496	327.9197	10679	36.34	0.50	106675	1	20.95	327.92	10679	36.34	0.50
160117	42.0636	343.2907	7966	35.59	0.50	0	1	42.06	343.29	7966	35.59	0.50
160211	20.6919	328.6077	10496	36.24	0.50	0	1	20.69	328.61	10496	36.24	0.50
160302	39.3439	343.6299	15615	36.58	0.50	0	1	39.34	343.63	15615	36.58	0.50
160342	30.9370	337.2315	14885	36.88	0.50	0	1	30.94	337.23	14885	36.88	0.50
160370	31.7769	338.0532	14090	36.15	0.50	0	1	31.78	338.05	14090	36.15	0.50
160393	31.5720	338.5761	7802	35.32	0.50	101334	3	31.84	338.67	7855	35.26	0.25
160408	18.2848	331.2971	9928	35.73	0.50	0	1	18.28	331.30	9928	35.73	0.50
160422	17.4535	330.9202	11599	35.85	0.50	106305	1	17.45	330.92	11599	35.85	0.50
160433	15.6505	331.2598	8085	35.44	0.50	0	1	15.65	331.26	8085	35.44	0.50
160441	17.2446	332.4838	11420	35.36	0.50	101925	2	17.60	332.52	11945	36.15	0.35
160443	18.3572	333.3245	14452	36.76	0.50	0	1	18.36	333.32	14452	36.76	0.50
160485	32.8356	347.3624	15289	36.56	0.50	0	1	32.84	347.36	15289	36.56	0.50
160496	38.0454	353.3062	15201	36.74	0.50	104330	1	38.05	353.31	15201	36.74	0.50
160503	44.2545	2.2664	8667	35.66	0.50	0	1	44.25	2.27	8667	35.66	0.50
160563	31.6226	350.2871	6825	34.18	0.50	109572	1	31.62	350.29	6825	34.18	0.50
160570	27.6592	346.2773	6953	34.80	0.50	101235	3	27.87	345.94	6914	34.80	0.50
160575	33.3184	352.3493	7421	37.13	0.50	0	1	33.32	352.35	7421	37.13	0.50
160576	39.3101	0.1687	10162	36.35	0.50	0	1	39.31	0.17	10162	36.35	0.50
160580	32.1316	351.1102	7303	34.68	0.50	109881	1	32.13	351.11	7303	34.68	0.50
160581	29.7660	348.6383	7513	34.36	0.50	0	1	29.77	348.64	7513	34.36	0.50
160582	34.1730	353.6198	15434	36.40	0.50	0	1	34.17	353.62	15434	36.40	0.50
160585	31.0856	350.3204	7329	35.92	0.50	100296	6	30.70	350.39	7189	35.26	0.35
160588	30.7100	349.9569	6846	34.60	0.50	100296	6	30.70	350.39	7189	35.26	0.35
160610	36.7790	359.3222	10364	36.07	0.50	0	1	36.78	359.32	10364	36.07	0.50
160613	37.9484	1.0271	9780	35.99	0.50	102149	2	37.86	1.23	9805	35.31	0.29
160623	36.6613	359.4059	10350	37.10	0.50	0	1	36.66	359.41	10350	37.10	0.50
160625	37.8401	1.2042	9877	34.90	0.50	102149	2	37.86	1.23	9805	35.31	0.29
160630	36.0852	2.7731	15856	36.72	0.50	100854	3	35.54	3.01	17377	36.55	0.35
160683	35.0836	3.2739	13975	37.10	0.50	0	1	35.08	3.27	13975	37.10	0.50
160702	33.5624	1.3196	7922	34.99	0.50	102216	2	33.59	1.24	7970	34.99	0.50
160733	36.5475	8.8841	15877	36.95	0.50	0	1	36.55	8.88	15877	36.95	0.50
160770	35.4217	8.8255	9166	35.88	0.50	100183	8	35.03	8.79	9238	35.48	0.17
160795	35.2199	9.9520	9912	35.56	0.50	100183	8	35.03	8.79	9238	35.48	0.17
160810	34.7622	9.4074	10839	35.40	0.50	0	1	34.76	9.41	10839	35.40	0.50
160818	28.3001	0.4801	12064	35.47	0.50	0	1	28.30	0.48	12064	35.47	0.50
160861	30.9359	4.4593	11331	35.83	0.50	0	1	30.94	4.46	11331	35.83	0.50
160882	25.0279	358.7332	15842	37.06	0.50	0	1	25.03	358.73	15842	37.06	0.50
160910	32.2530	12.8854	13588	37.47	0.50	104643	1	32.25	12.89	13588	37.12	0.35
160915	29.8480	14.5512	15423	36.77	0.50	0	1	29.85	14.55	15423	36.77	0.50
160984	22.6680	12.9891	8563	35.31	0.50	108809	1	22.67	12.99	8563	35.31	0.50
160988	22.8036	13.2758	9906	35.24	0.50	107693	1	22.80	13.28	9906	35.24	0.50
161002	21.7475	12.0039	8733	34.18	0.50	100924	3	21.71	12.27	8756	34.75	0.35
161013	23.7989	17.4478	8896	35.56	0.50	100083	12	23.99	17.39	9699	35.58	0.18
161019	23.3118	17.2424	9729	35.48	0.50	100083	12	23.99	17.39	9699	35.58	0.18
161036	22.5703	17.3557	12138	35.41	0.50	105379	1	22.57	17.36	12138	35.41	0.50
161081	22.0439	20.4050	8805	34.85	0.50	108100	1	22.04	20.41	8805	34.85	0.50
161082	22.0594	20.5079	9712	35.38	0.50	0	1	22.06	20.51	9712	35.38	0.50
161111	19.4580	21.2615	8101	35.77	0.50	100028	23	19.45	21.06	8693	35.39	0.15
161176	-15.6273	328.7512	9362	35.12	0.50	0	1	-15.63	328.75	9362	35.12	0.50
161192	15.1198	23.0432	8649	35.02	0.50	107052	1	15.12	23.04	8649	35.02	0.50
161193	14.1820	21.3705	8048	35.13	0.50	103144	2	13.91	21.48	7938	34.93	0.35
161238	-15.8995	335.3697	5085	34.45	0.50	211209	1	-15.90	335.37	5085	34.45	0.50
161298	-16.6829	346.8732	14508	36.18	0.50	0	1	-16.68	346.87	14508	36.18	0.50
161312	-19.4815	340.0078	14741	36.96	0.50	0	1	-19.48	340.01	14741	36.96	0.50
161355	-19.5358	344.0126	15196	36.39	0.50	0	1	-19.54	344.01	15196	36.39	0.50
161372	-20.4227	342.1242	10325	34.66	0.50	206490	1	-20.42	342.12	10325	34.66	0.50
161407	-20.9803	348.3661	15310	36.72	0.50	200179	8	-21.53	347.67	14893	36.67	0.17
161457	-23.7409	338.9313	10552	36.11	0.50	0	1	-23.74	338.93	10552	36.11	0.50
161535	-25.2789	338.7829	11764	36.62	0.50	202440	2	-25.42	338.82	11745	36.62	0.50
161610	-27.7108	331.7602	14582	36.95	0.50	0	1	-27.71	331.76	14582	36.95	0.50
161652	-27.0342	346.7525	15584	36.66	0.50	0	1	-27.03	346.75	15584	36.66	0.50
161653	-27.1865	345.9214	14933	36.83	0.50	0	1	-27.19	345.92	14933	36.83	0.50
161745	-22.1942	18.7918	14321	36.33	0.50	0	1	-22.19	18.79	14321	36.33	0.50
161760	-25.5928	9.5275	5614	35.39	0.50	200779	4	-25.62	9.82	5936	34.82	0.29
161789	-29.8865	352.0890	10506	35.35	0.50	207242	1	-29.89	352.09	10506	35.35	0.50
161803	-30.9576	342.7570	13608	36.17	0.50	0	1	-30.96	342.76	13608	36.17	0.50
161818	-29.1093	1.9291	12132	36.06	0.40	201309	3	-29.31	2.48	12135	36.13	0.23
161834	-31.4995	344.4767	14333	37.24	0.50	0	1	-31.50	344.48	14333	37.24	0.50
161862	-31.5675	345.4011	12401	35.50	0.50	201817	2	-31.76	345.50	12025	35.37	0.29
161865	-31.5837	345.8757	15511	37.14	0.50	200556	4	-31.34	345.79	14795	36.75	0.18
161866	-31.5838	345.9477	15092	37.31	0.50	200556	4	-31.34	345.79	14795	36.75	0.18
161934	-32.5997	342.5855	11780	37.63	0.50	0	1	-32.60	342.59	11780	37.63	0.50
161955	-32.5770	345.2972	14943	36.86	0.50	204156	1	-32.58	345.30	14943	36.67	0.29
161961	-32.6126	345.3250	14964	37.07	0.50	204156	1	-32.61	345.33	14964	36.67	0.29
162031	-26.1565	20.7873	12322	35.70	0.50	200790	4	-26.11	20.90	12267	36.20	0.20
162066	-25.6173	22.4494	9703	35.91	0.50	200875	3	-25.32	22.17	10071	35.69	0.20
162074	-25.6978	22.2475	15239	37.29	0.50	0	1	-25.70	22.25	15239	37.29	0.50
162087	-32.7755	345.1329	14503	36.07	0.50	204156	1	-32.78	345.13	14503	36.67	0.29
162111	-26.3133	20.6108	12344	35.89	0.50	200790	4	-26.11	20.90	12267	36.20	0.20
162139	-32.8593	343.6790	16237	37.24	0.50	201396	2	-32.80	344.13	16636	37.05	0.22
